Recipe_title,url,Carbohydrates,Energy,Protein,Fats,vegan,pescetarian,lacto_vegetarian,non_vegetarian,Region
Korean-Style Noodles With Vegetables (Chap Chae),http://www.geniuskitchen.com/recipe/korean-style-noodles-with-vegetables-chap-chae-160813,78.4657,866.767,21.4516,55.4573,1,1,0,0,Korean
Eggplant and Mint Bruschetta,http://www.geniuskitchen.com/recipe/eggplant-and-mint-bruschetta-242585,5.6904,780.091,16.1675,78.1681,0,0,0,1,Greek
Spicy Chicken Fajitas,http://allrecipes.com/recipe/241099/spicy-chicken-fajitas/,26.1479,748.4714,109.4886,21.7643,0,0,0,1,Mexican
Kiss Me I'm Irish Sugar Cookies,http://www.geniuskitchen.com/recipe/kiss-me-im-irish-sugar-cookies-292680,31.788,755.5,27.652,62.355,0,0,0,1,Irish
Pineapple-orange Slush,http://www.geniuskitchen.com/recipe/pineapple-orange-slush-122765,63.483,635.6832,5.8448,43.3992,0,0,1,0,Canadian
Lavender Punch,http://www.geniuskitchen.com/recipe/lavender-punch-8940,178.6046,714.4471,4.7498,1.6322,0,0,0,1,Canadian
Spicy Afghan Meatball-Kofta,http://www.geniuskitchen.com/recipe/spicy-afghan-meatball-kofta-289556,32.3581,614.0845,106.3217,4.6755,0,0,0,1,Indian Subcontinent
Vegan Eggnog,http://www.geniuskitchen.com/recipe/vegan-eggnog-14425,101.6123,876.4016,51.0418,26.504,1,1,0,0,Canadian
Pumpkin Zeppole,http://allrecipes.com/recipe/245270/pumpkin-zeppole/,60.1827,748.3217,38.1158,39.0505,0,0,0,1,Italian
Spicy Shrimp With Mango,http://www.geniuskitchen.com/recipe/spicy-shrimp-with-mango-237417,90.5153,694.9864,71.1061,9.6013,0,1,0,0,Caribbean
Bolinhos De Arroz,http://www.geniuskitchen.com/recipe/bolinhos-de-arroz-302623,163.103,817.268,22.6559,6.7565,0,0,0,1,South American
Ankka Juoma (Finn Beer),http://www.geniuskitchen.com/recipe/ankka-juoma-finn-beer-244457,226.718,891.64,0,0.1685,0,0,0,1,Scandinavian
French Onion Tartlets,http://www.geniuskitchen.com/recipe/french-onion-tartlets-374135,39.0566,815.28,44.4124,55.7554,0,0,0,1,French
Lean Italian Sausage,http://www.geniuskitchen.com/recipe/lean-italian-sausage-526958,10.9422,848.8151,102.7547,39.2599,0,0,0,1,Italian
Mid-Summer Italian Bread Salad,http://allrecipes.com/recipe/16226/mid-summer-italian-bread-salad/,33.4023,632.298,5.8737,54.9752,0,0,0,1,Italian
Beef Noodle Soup With Mushrooms and Thyme,http://www.geniuskitchen.com/recipe/beef-noodle-soup-with-mushrooms-and-thyme-442220,110.6844,793.5739,23.1739,33.2527,0,0,0,1,South American
Jagerschnitzel (Hunter's Schnitzel),http://www.geniuskitchen.com/recipe/jagerschnitzel-hunters-schnitzel-36198,31.7147,827.6232,104.7955,30.8926,0,0,0,1,Deutschland
Buffalo and Lemon Grass Sausage Patties,http://www.geniuskitchen.com/recipe/buffalo-and-lemon-grass-sausage-patties-505034,2.5084,638.9979,95.9688,27.5736,0,0,0,1,Middle Eastern
Peking Pizza,http://www.geniuskitchen.com/recipe/peking-pizza-129136,47.8309,637.4049,57.6125,24.0151,0,0,0,1,Italian
Goulash Soup- German,http://www.geniuskitchen.com/recipe/goulash-soup-german-139760,47.7475,644.2456,101.0622,4.1043,0,0,0,1,Deutschland
Raclette (Potatoes and Cheese from Switzerland),http://www.geniuskitchen.com/recipe/raclette-potatoes-and-cheese-from-switzerland-423402,5.3071,800.604,48.5352,65.1823,0,0,1,0,Deutschland
Mini Red Velvet Cupcakes with Italian Meringue Frosting,http://allrecipes.com/recipe/235496/mini-red-velvet-cupcakes-with-italian-meringue-frosting/,60.8561,686.647,31.8942,37.7375,0,0,0,1,Italian
Osman's Weiner Schnitzel,http://www.geniuskitchen.com/recipe/osmans-weiner-schnitzel-38566,127.737,722.5608,22.0096,11.7668,0,0,0,1,Deutschland
Tiny Pasta in Broth,http://www.geniuskitchen.com/recipe/tiny-pasta-in-broth-371301,98.3612,879.4796,32.6863,40.6955,0,0,0,1,Italian
Broccoli and Baby Carrots With Toasted Almonds,http://www.geniuskitchen.com/recipe/broccoli-and-baby-carrots-with-toasted-almonds-252222,95.9259,634.8207,21.954,22.1149,0,0,0,1,Canadian
Lighter Lemon Alfredo Sauce,http://www.geniuskitchen.com/recipe/lighter-lemon-alfredo-sauce-331859,41.7086,886.18,27.8118,73.5412,0,0,0,1,Italian
Uncle Tim's Mole Sauce,http://allrecipes.com/recipe/236967/uncle-tims-mole-sauce/,115.9661,798.9986,24.3485,32.6999,0,0,0,1,Mexican
Saucy Chicken Italian,http://www.geniuskitchen.com/recipe/saucy-chicken-italian-363405,26.4533,808.01,42.8768,58.0746,0,0,0,1,Italian
Rigatoni With Sausage and Peppers,http://www.geniuskitchen.com/recipe/rigatoni-with-sausage-and-peppers-220489,34.7214,731.1796,96.5543,22.4388,0,0,0,1,Italian
Indian Cauliflower,http://allrecipes.com/recipe/14109/indian-cauliflower/,37.3259,636.0069,7.9051,55.6209,1,1,0,0,Indian Subcontinent
Perfect Match Arby's® Sauce,http://allrecipes.com/recipe/241957/perfect-match-arbys-sauce/,174.0141,667.7679,0.767,1.1162,0,0,0,1,US
Creamy Alfredo Sauce,http://www.geniuskitchen.com/recipe/creamy-alfredo-sauce-506461,35.92,804.1115,32.8891,60.7384,0,0,1,0,Italian
Special Scottish Swede,http://www.geniuskitchen.com/recipe/special-scottish-swede-17960,115.0814,612.9847,16.2834,14.6853,0,0,0,1,Irish
Palace Bread - Shraya,http://www.geniuskitchen.com/recipe/palace-bread-shraya-237788,9.8885,825.552,84.2789,47.628,0,0,0,1,Rest Africa
Paradise Inn Italian Meatballs,http://www.geniuskitchen.com/recipe/paradise-inn-italian-meatballs-101043,1.9543,679.0382,117.4703,21.8108,0,0,0,1,Italian
"Jan's Comforting, YUMMY but Naughty Chicken Wild Rice Soup",http://www.geniuskitchen.com/recipe/jans-comforting-yummy-but-naughty-chicken-wild-rice-soup-48014,106.0165,825.4388,38.0962,29.3835,0,0,0,1,Chinese and Mongolian
Juanita's Pitas,http://www.geniuskitchen.com/recipe/juanitas-pitas-433256,4.5908,654.834,0,72,0,0,0,1,Greek
Vanilla & Honey Chai Tea,http://www.geniuskitchen.com/recipe/vanilla-honey-chai-tea-87063,140.5659,689.719,8.7706,12.5866,0,0,0,1,Indian Subcontinent
Best-Ever Grilled Chicken Kebabs,http://www.geniuskitchen.com/recipe/best-ever-grilled-chicken-kebabs-11157,19.0607,862.0124,97.1819,42.2768,0,0,0,1,Greek
Marilyn's Special Green Beans,http://www.geniuskitchen.com/recipe/marilyns-special-green-beans-340668,73.3416,749.9985,7.4117,48.4341,0,0,0,1,Deutschland
Marvelous Mini Meatloaves Fiesta Style,http://www.geniuskitchen.com/recipe/marvelous-mini-meatloaves-fiesta-style-137190,7.7079,790.7256,111.9682,32.7804,0,0,0,1,Mexican
Buddha's Delight,http://www.geniuskitchen.com/recipe/buddhas-delight-448424,49.5581,707.5351,57.5367,31.1686,0,0,0,1,Chinese and Mongolian
Dried Fig Souvlaki,http://www.geniuskitchen.com/recipe/dried-fig-souvlaki-279061,220.9536,852.48,8.64,3.456,0,0,0,1,Greek
Roasted Rosemary Shrimp W-Arugula and White Bean Salad on Garlic,http://www.geniuskitchen.com/recipe/roasted-rosemary-shrimp-w-arugula-and-white-bean-salad-on-garlic-455023,9.6446,857.3995,137.8087,30.6923,0,0,0,1,Italian
Rice With Spinach - Greek,http://www.geniuskitchen.com/recipe/rice-with-spinach-greek-170655,41.8697,601.115,35.1162,36.1539,0,0,0,1,Chinese and Mongolian
Cheesy English Muffins,http://www.geniuskitchen.com/recipe/cheesy-english-muffins-356431,75.7874,767.33,37.0407,36.2537,0,0,0,1,UK
Swedish Hard Tack,http://allrecipes.com/recipe/51724/swedish-hard-tack/,81.418,877.5,21.372,57.6,0,0,1,0,Scandinavian
Tarte Tatin (Ridiculously Easy),http://www.geniuskitchen.com/recipe/tarte-tatin-ridiculously-easy-270641,170.0273,681.4723,2.0369,0.8208,0,0,0,1,French
Microwave Scalloped Potatoes,http://www.geniuskitchen.com/recipe/microwave-scalloped-potatoes-353866,46.4385,703.5452,17.7575,50.3782,0,0,1,0,Canadian
Ceviche Style Shrimp and Avocado Tacos,http://www.geniuskitchen.com/recipe/ceviche-style-shrimp-and-avocado-tacos-127066,19.618,657.0686,95.7127,24.6811,0,0,0,1,Mexican
Quick and Simple Tomato Sauce,http://www.geniuskitchen.com/recipe/quick-and-simple-tomato-sauce-245524,44.782,648.1996,9.57,51.7967,1,1,0,0,Italian
Cherry and Kirsch Clafoutis,http://www.geniuskitchen.com/recipe/cherry-and-kirsch-clafoutis-484219,74.9026,717.628,33.8551,30.8464,0,0,0,1,French
Easy Swiss N Sweet Potato Mash,http://www.geniuskitchen.com/recipe/easy-swiss-n-sweet-potato-mash-395651,69.9589,628.06,5.9795,40.1088,0,0,1,0,Deutschland
"Spinach, Cheddar, and Swiss Quiche",http://www.geniuskitchen.com/recipe/spinach-cheddar-and-swiss-quiche-483455,16.9631,743.3467,53.6604,50.4408,0,0,0,1,Deutschland
Florentine Bread and Tomato Soup,http://www.geniuskitchen.com/recipe/florentine-bread-and-tomato-soup-91001,0.5244,784.459,11.111,83.1459,0,0,0,1,Italian
Faro Wheat Soup,http://www.geniuskitchen.com/recipe/faro-wheat-soup-248618,35.567,858.8394,49.7521,58.6044,1,1,0,0,Italian
Greek Anise Loaf,http://www.geniuskitchen.com/recipe/greek-anise-loaf-498323,82.0637,787.16,14.371,47.763,0,0,0,1,Greek
Irish Ale Braised Cabbage,http://www.geniuskitchen.com/recipe/irish-ale-braised-cabbage-474222,69.736,632.0157,2.1811,40.7881,1,1,0,0,Irish
Proserpina's Revenge by Hell's Belles (Granita and Sorbetto Duo),http://www.geniuskitchen.com/recipe/proserpinas-revenge-by-hells-belles-granita-and-sorbetto-duo-307270,211.1667,853.278,6.9707,3.8008,0,0,0,1,Italian
Shortcut Lasagna,http://www.geniuskitchen.com/recipe/shortcut-lasagna-156957,76.6779,899.6855,54.9535,41.2551,0,0,0,1,Italian
Thai Curry Chicken Breast Saute,http://www.geniuskitchen.com/recipe/thai-curry-chicken-breast-saute-386291,5.7956,808.7998,95.654,42.5831,0,0,0,1,Thai
Sorta Greek Salad W- Dressing,http://www.geniuskitchen.com/recipe/sorta-greek-salad-w-dressing-420586,28.8455,729.6751,6.5633,68.9533,0,0,0,1,Greek
French Onion Soup (Slow Cooker),http://allrecipes.com/recipe/231612/french-onion-soup-slow-cooker/,73.1298,653.67,28.4208,31.527,0,0,0,1,French
Enchilada Chicken Tart,http://www.geniuskitchen.com/recipe/enchilada-chicken-tart-171435,75.4846,679.187,14.9247,40.9421,0,0,0,1,Mexican
Hell's Kitchen Beef Wellington,http://www.geniuskitchen.com/recipe/hells-kitchen-beef-wellington-286940,8.7774,786.0079,96.913,38.4026,0,0,0,1,South American
Better Beef Broth,http://www.geniuskitchen.com/recipe/better-beef-broth-353756,55.2775,609.22,28.6777,32.1733,0,0,0,1,South American
Fresh Broccoli With Spinach Fusilli,http://www.geniuskitchen.com/recipe/fresh-broccoli-with-spinach-fusilli-278722,56.6114,817.3145,19.8135,62.1396,0,0,0,1,Italian
Stuffed Onions - Moroccan Style,http://www.geniuskitchen.com/recipe/stuffed-onions-moroccan-style-98346,136.7688,748.5525,32.4519,11.2425,0,0,0,1,Rest Africa
Roasted Tomatoes for Bruschetta,http://www.geniuskitchen.com/recipe/roasted-tomatoes-for-bruschetta-320069,50.8573,704.3667,10.8862,55.8144,1,1,0,0,Italian
Make-Ahead Chicken Enchiladas,http://www.geniuskitchen.com/recipe/make-ahead-chicken-enchiladas-519236,21.196,700.153,38.7924,51.5878,0,0,0,1,Mexican
Olivada,http://allrecipes.com/recipe/14846/olivada/,1.9836,645.42,0.3816,72.03,1,1,0,0,Australian
Preppy Chicken Fajitas,http://www.geniuskitchen.com/recipe/preppy-chicken-fajitas-374457,31.42,632.7767,53.8062,33.8119,0,0,0,1,Mexican
Scandanavian Whole Pea and Ham Stew (Artskoppa),http://www.geniuskitchen.com/recipe/scandanavian-whole-pea-and-ham-stew-artskoppa-430714,135.718,668.0842,24.751,3.4909,0,0,0,1,Scandinavian
Cheddar and Bacon-Stuffed Baby Potatoes,http://www.geniuskitchen.com/recipe/cheddar-and-bacon-stuffed-baby-potatoes-236879,17.6348,846.96,41.0427,70.411,0,0,0,1,UK
Swiss Enchiladas ( Enchiladas Suizas),http://www.geniuskitchen.com/recipe/swiss-enchiladas-enchiladas-suizas-88413,6.576,816,6.816,86.592,0,0,0,1,Deutschland
"Dhingri Gosht (Beef With Bell Peppers, Onions and Mushrooms)",http://www.geniuskitchen.com/recipe/dhingri-gosht-beef-with-bell-peppers-onions-and-mushrooms-380934,10.8753,793.4927,73.8154,51.3355,0,0,0,1,South American
Leek & Potato Soup,http://www.geniuskitchen.com/recipe/leek-potato-soup-257391,40.6104,850.25,45.0147,56.7501,0,0,0,1,Canadian
Shakshuka,http://www.geniuskitchen.com/recipe/shakshuka-512069,49.3022,655.041,34.5884,38.9461,0,0,0,1,Middle Eastern
Lemon and Tomato Pasta,http://www.geniuskitchen.com/recipe/lemon-and-tomato-pasta-167389,55.7411,642.6236,97.4661,2.8746,0,0,0,1,Italian
Peruvian Cilantro Rice,http://allrecipes.com/recipe/73832/peruvian-cilantro-rice/,158.2874,851.057,15.7833,16.3255,0,0,0,1,South American
Tuscan Chard and Cannellini Bean Soup,http://allrecipes.com/recipe/217129/tuscan-chard-and-cannellini-bean-soup/,31.3654,636.6475,76.2629,21.8281,0,0,0,1,Italian
Curry Vinaigrette,http://www.geniuskitchen.com/recipe/curry-vinaigrette-241088,3.885,723.4925,0.8053,80.1257,1,1,0,0,Indian Subcontinent
French Beans With Garlic and Rosemary,http://www.geniuskitchen.com/recipe/french-beans-with-garlic-and-rosemary-388047,31.6959,623.6358,8.3127,54.9979,1,1,0,0,French
Rabri Malpua,http://www.geniuskitchen.com/recipe/rabri-malpua-14822,154.5226,894.314,24.773,18.2012,0,0,0,1,Indian Subcontinent
Chinese Roast Pork Tenderloin,http://www.geniuskitchen.com/recipe/chinese-roast-pork-tenderloin-19766,76.5433,750.4652,81.9584,13.7816,0,0,0,1,Chinese and Mongolian
Jasmine Rice Salad With Fresh Ginger Dressing,http://www.geniuskitchen.com/recipe/jasmine-rice-salad-with-fresh-ginger-dressing-147176,29.7838,748.159,8.7711,68.8673,1,1,0,0,Chinese and Mongolian
Ukrainian Tomato Salad,http://www.geniuskitchen.com/recipe/ukrainian-tomato-salad-305026,25.1622,652.7535,6.4167,61.001,0,0,0,1,Eastern European
Easy One-Bowl Oatmeal Molasses Bread,http://www.geniuskitchen.com/recipe/easy-one-bowl-oatmeal-molasses-bread-399673,172.6663,887.226,25.556,20.9714,0,0,0,1,Canadian
Chicken Marsala,http://allrecipes.com/recipe/8887/chicken-marsala/,16.4263,822.1282,10.7907,82.8401,0,0,0,1,Italian
"Asparagus, Feta & Pumpkin Seed Salad",http://www.geniuskitchen.com/recipe/asparagus-feta-pumpkin-seed-salad-67062,31.1336,822.9126,21.8992,70.908,0,0,1,0,Canadian
Fish With Indian Spices,http://www.geniuskitchen.com/recipe/fish-with-indian-spices-288766,15.5259,707.3308,2.8967,72.4552,0,0,0,1,Indian Subcontinent
Shrimp Goat Cheese Salad in Romaine,http://www.geniuskitchen.com/recipe/shrimp-goat-cheese-salad-in-romaine-199234,5.6217,640.0076,91.2416,25.9414,0,0,0,1,Canadian
Thai-Style Grapefruit and Prawn,http://allrecipes.com/recipe/214623/thai-style-grapefruit-and-prawn/,63.1407,635.0317,96.2221,3.0724,0,1,0,0,Thai
Italian Breakfast Biscuit,http://www.geniuskitchen.com/recipe/italian-breakfast-biscuit-501677,15.2816,845.6,72.4584,53.092,0,0,0,1,Italian
Beef Liver and Onions Marinated,http://www.geniuskitchen.com/recipe/beef-liver-and-onions-marinated-275451,134.127,872.944,4.0243,38.3575,0,0,0,1,South American
Greek-Style Slow cooker Sausage and Artichokes,http://www.geniuskitchen.com/recipe/greek-style-slow-cooker-sausage-and-artichokes-55221,38.3613,882.9097,117.7622,28.6523,0,0,0,1,Greek
Sour Cream and Chive Damper (Australian Bread),http://www.geniuskitchen.com/recipe/sour-cream-and-chive-damper-australian-bread-484446,21.4578,872.061,25.8233,78.6229,0,0,0,1,Australian
Yellow Curry With Eggplant,http://www.geniuskitchen.com/recipe/yellow-curry-with-eggplant-476113,28.7674,868.2772,9.605,86.3414,0,0,0,1,Thai
French Sponge Cookies,http://www.geniuskitchen.com/recipe/french-sponge-cookies-52510,138.2534,797.6945,24.4576,14.8547,0,0,0,1,French
Annato Rice,http://www.geniuskitchen.com/recipe/annato-rice-27442,151.0279,866.4467,20.1076,20.8829,0,0,0,1,Mexican
Indian Spiced Rice,http://www.geniuskitchen.com/recipe/indian-spiced-rice-465884,46.1965,655.964,3.173,56.2269,0,0,0,1,Indian Subcontinent
"Beans, Greens and Garlic Soup",http://allrecipes.com/recipe/141846/beans-greens-and-garlic-soup/,30.2512,789.28,69.3536,42.9448,0,0,0,1,Italian
Korean Bulgogi Burgers,http://www.geniuskitchen.com/recipe/korean-bulgogi-burgers-180553,20.8842,675.5583,109.4512,14.9631,0,0,0,1,Korean
Spiced Eggplant (Aubergine) Salad,http://www.geniuskitchen.com/recipe/spiced-eggplant-aubergine-salad-141765,19.5526,698.4468,4.3072,68.8239,0,0,1,0,Northern Africa
Delicious Buttered Parmesan Bread,http://www.geniuskitchen.com/recipe/delicious-buttered-parmesan-bread-287366,47.428,832,37.372,59.6,0,0,0,1,Italian
Cold Rice-Vegetable Salad,http://www.geniuskitchen.com/recipe/cold-rice-vegetable-salad-455380,32.4385,809.639,10.6666,73.0745,1,1,0,0,Deutschland
Italian Meatballs Venice Italy,http://www.geniuskitchen.com/recipe/italian-meatballs-venice-italy-440820,39.5038,639.7329,32.1168,39.1641,0,0,0,1,Italian
Munich Beer Creme,http://www.geniuskitchen.com/recipe/munich-beer-creme-177705,104.3425,695.7,25.2267,19.0932,0,0,0,1,Deutschland
Hot Chili Shrimp,http://www.geniuskitchen.com/recipe/hot-chili-shrimp-230890,36.318,647.6739,62.5274,29.2132,0,0,0,1,Chinese and Mongolian
Roasted Garlic and Tomato Sauce,http://www.geniuskitchen.com/recipe/roasted-garlic-and-tomato-sauce-519543,32.0258,893.0595,172.1735,4.7154,0,0,0,1,Italian
Spicy Radish and Ginger Pickle,http://www.geniuskitchen.com/recipe/spicy-radish-and-ginger-pickle-484830,8.1517,734.4899,1.4874,77.2434,0,0,0,1,Indian Subcontinent
Buffalo Berry Good Soup,http://www.geniuskitchen.com/recipe/buffalo-berry-good-soup-35227,109.6002,862.8315,30.8769,35.7835,0,0,0,1,Indian Subcontinent
Uncle Bill's Broccoli Soup,http://www.geniuskitchen.com/recipe/uncle-bills-broccoli-soup-19107,96.3397,737.5765,29.0005,29.8296,0,0,0,1,Canadian
Chicken Cacciatore With Fusilli,http://www.geniuskitchen.com/recipe/chicken-cacciatore-with-fusilli-60630,39.7982,661.121,7.9585,56.0696,0,0,0,1,Italian
Meat Shreds With Green Beans,http://www.geniuskitchen.com/recipe/meat-shreds-with-green-beans-471285,44.4424,779.7612,119.2754,16.0499,0,0,0,1,Chinese and Mongolian
Re:Bar Re:Vive Shake,http://allrecipes.com/recipe/233974/rebar-revive-shake/,0,721.344,0,81.6,0,0,0,1,Middle Eastern
Pub Sauce for Burgers,http://www.geniuskitchen.com/recipe/pub-sauce-for-burgers-484055,16.307,703.703,3.7873,69.8943,1,1,0,0,UK
Grilled Chicken With Spicy Brazilian Tomato and Coconut Sauce,http://www.geniuskitchen.com/recipe/grilled-chicken-with-spicy-brazilian-tomato-and-coconut-sauce-513732,61.1487,756.6825,13.2388,58.1742,0,0,0,1,South American
Easy Inside out Italian Chicken,http://www.geniuskitchen.com/recipe/easy-inside-out-italian-chicken-234336,10.4357,664.372,35.6543,53.7982,0,0,0,1,Italian
Seared Strip Steaks With Horseradish-Root Vegetable Slaw,http://www.geniuskitchen.com/recipe/seared-strip-steaks-with-horseradish-root-vegetable-slaw-466275,4.8693,743.0021,99.1175,34.3144,0,0,0,1,Chinese and Mongolian
South Texas Style Tartar Sauce,http://allrecipes.com/recipe/86034/south-texas-style-tartar-sauce/,2.5393,849.033,1.2807,92.9036,1,1,0,0,US
Microwaved Scalloped Potatoes,http://www.geniuskitchen.com/recipe/microwaved-scalloped-potatoes-393973,151.5907,899.6124,23.0333,24.7228,0,0,0,1,Canadian
St. Patrick's Green and Creamy Scrambled Eggs,http://www.geniuskitchen.com/recipe/st-patricks-green-and-creamy-scrambled-eggs-113437,13.7168,780.461,57.5149,54.438,0,0,0,1,Irish
Chunky Bermudan Fish Chowder,http://www.geniuskitchen.com/recipe/chunky-bermudan-fish-chowder-288563,45.9788,872.3492,101.4421,31.8886,0,0,0,1,Caribbean
Creamy Broccoli Pasta,http://www.geniuskitchen.com/recipe/creamy-broccoli-pasta-24751,76.4317,768.2217,43.1226,38.1094,0,0,0,1,Italian
mom's holiday fruit salad,http://www.geniuskitchen.com/recipe/moms-holiday-fruit-salad-24251,175.8355,842.0447,11.6865,18.8183,0,0,1,0,Irish
Spaghetti Squash With Roasted Roma Tomato Sauce,http://www.geniuskitchen.com/recipe/spaghetti-squash-with-roasted-roma-tomato-sauce-238620,32.9495,778.76,32.4455,58.1185,0,0,1,0,Italian
Thai Twist Slow Cooker Vegetarian Split Pea Soup,http://www.geniuskitchen.com/recipe/thai-twist-slow-cooker-vegetarian-split-pea-soup-364337,109.6662,666.607,25.4862,17.035,0,0,0,1,Thai
Black Rice - Xoi Nep Than,http://www.geniuskitchen.com/recipe/black-rice-xoi-nep-than-38392,53.2084,640.8988,14.4641,44.1062,0,0,0,1,Southeast Asian
Aussie Rissoles (Cross Between a Patty and a Meatball!),http://www.geniuskitchen.com/recipe/aussie-rissoles-cross-between-a-patty-and-a-meatball-482322,10.8745,647.2692,112.1871,17.0897,0,0,0,1,Australian
Thai-Style Spring Roll Salad With Red Curry Shrimp,http://www.geniuskitchen.com/recipe/thai-style-spring-roll-salad-with-red-curry-shrimp-171459,68.6804,830.2225,75.5462,29.8694,0,1,0,0,Thai
Jane's Pizza Sauce (Oamc),http://www.geniuskitchen.com/recipe/janes-pizza-sauce-oamc-226168,72.9682,679.7452,15.2609,42.6809,1,1,0,0,Italian
Saganaki Martini,http://www.geniuskitchen.com/recipe/saganaki-martini-340202,87.0926,784.7433,19.8108,18.0003,0,0,1,0,Greek
